number,state,createdAt,mergedAt,closedAt,org,repo,title,additions,deletions,changedFiles,commits,comments,reviews,baseRef,headRef,url
111,"MERGED","2025-12-22T18:35:02Z","2025-12-30T18:04:37Z","2025-12-30T18:04:37Z","integrations","dalor","feat(ais): partition-management-cronjob",249,191,13,11,8,2,"master","aroethe/partition-cronjob","https://git.taservs.net/integrations/dalor/pull/111"
60,"MERGED","2025-12-19T18:24:18Z","2025-12-19T19:00:06Z","2025-12-19T19:00:06Z","integrations","errands","ci: revert to original docker images (#59)",4,4,2,1,6,1,"releases/release-2025-12-05","releases/release-2025-12-05-patch","https://git.taservs.net/integrations/errands/pull/60"
59,"MERGED","2025-12-19T17:19:12Z","2025-12-19T18:22:24Z","2025-12-19T18:22:24Z","integrations","errands","ci: revert to original docker images",4,4,2,1,6,2,"master","aroethe/update-docker-images","https://git.taservs.net/integrations/errands/pull/59"
63746,"MERGED","2025-12-18T21:23:57Z","2026-01-20T21:09:25Z","2026-01-20T21:09:25Z","ops","argo-apps","chore: remove-als-export-integration-dlq-cronjob",0,286,19,1,3,1,"master","aroethe/remove-als-export-integration-dlq-cronjob","https://git.taservs.net/ops/argo-apps/pull/63746"
63745,"MERGED","2025-12-18T21:19:14Z","2026-01-20T21:09:07Z","2026-01-20T21:09:07Z","ops","argo-apps","chore: remove-als-export-integration-consumer",0,487,15,1,3,2,"master","aroethe/remove-als-export-integration-consumer","https://git.taservs.net/ops/argo-apps/pull/63745"
63744,"MERGED","2025-12-18T21:13:01Z","2026-01-20T21:09:35Z","2026-01-20T21:09:35Z","ops","argo-apps","chore: remove-als-ibrsubmissionsvc",0,575,16,2,3,3,"master","aroethe/remove-als-ibrsubmissionsvc","https://git.taservs.net/ops/argo-apps/pull/63744"
203655,"CLOSED","2025-12-18T18:31:45Z","","2025-12-23T18:25:27Z","ops","k8s-deploy","revert: US3 AIS translator back to 0%",0,0,0,3,0,0,"master","aroethe/revert-translator-us3","https://git.taservs.net/ops/k8s-deploy/pull/203655"
203654,"CLOSED","2025-12-18T18:30:28Z","","2025-12-23T18:25:15Z","ops","k8s-deploy","revert: CA1 AIS translator back to 0%""",0,0,0,4,0,0,"master","aroethe/revert-translator-ca1","https://git.taservs.net/ops/k8s-deploy/pull/203654"
203653,"CLOSED","2025-12-18T18:27:38Z","","2025-12-23T18:25:21Z","ops","k8s-deploy","revert: US1 AIS translator back to 0%",0,0,0,4,1,0,"master","aroethe/revert-translator-us1","https://git.taservs.net/ops/k8s-deploy/pull/203653"
203651,"MERGED","2025-12-18T18:18:58Z","2025-12-18T22:43:19Z","2025-12-18T22:43:19Z","ops","k8s-deploy","chore(integrations/translator): [us1] increate traffic 50/50",1,1,1,4,1,1,"master","aroethe-patch-4","https://git.taservs.net/ops/k8s-deploy/pull/203651"
203650,"MERGED","2025-12-18T18:18:03Z","2025-12-18T22:38:23Z","2025-12-18T22:38:23Z","ops","k8s-deploy","chore(integrations/translator): [us3] increate traffic 50/50",1,1,1,1,1,1,"master","aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/203650"
203649,"MERGED","2025-12-18T18:17:04Z","2025-12-18T22:36:44Z","2025-12-18T22:36:44Z","ops","k8s-deploy","chore(integrations/translator): [ca1] increate traffic 50/50",1,1,1,5,1,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/203649"
23,"MERGED","2025-12-16T23:30:12Z","2025-12-16T23:39:40Z","2025-12-16T23:39:40Z","rcom","ibrsubmissionsvc","ci: production workflow",3,624,1,1,5,1,"releases/release-2025-12-05","aroethe/production-workflow-patch","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/23"
22,"MERGED","2025-12-16T22:40:38Z","2025-12-16T23:01:34Z","2025-12-16T23:01:34Z","rcom","ibrsubmissionsvc","ci: production ais-ci-templates",3,624,1,1,5,1,"master","aroethe/production-workflow","https://git.taservs.net/rcom/ibrsubmissionsvc/pull/22"
202729,"MERGED","2025-12-16T21:09:50Z","2025-12-16T23:03:10Z","2025-12-16T23:03:10Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/ca1/2025-12-16-14-09",2,2,1,1,2,1,"master","data-platform/ift/promoteToProd/ca1/2025-12-16-14-09","https://git.taservs.net/ops/k8s-deploy/pull/202729"
202728,"MERGED","2025-12-16T21:09:37Z","2025-12-16T23:06:12Z","2025-12-16T23:06:12Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/us3/2025-12-16-14-09",2,2,1,1,2,1,"master","data-platform/ift/promoteToProd/us3/2025-12-16-14-09","https://git.taservs.net/ops/k8s-deploy/pull/202728"
202727,"MERGED","2025-12-16T21:09:27Z","2025-12-16T23:12:40Z","2025-12-16T23:12:40Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/us1/2025-12-16-14-09",2,2,1,1,2,1,"master","data-platform/ift/promoteToProd/us1/2025-12-16-14-09","https://git.taservs.net/ops/k8s-deploy/pull/202727"
63614,"MERGED","2025-12-16T19:41:50Z","2025-12-16T19:49:03Z","2025-12-16T19:49:03Z","ops","argo-apps","chore(integrations/translator): [us2-main] Bump charts to 20251216.3636-release-2025-12-09-09-26",1,1,1,2,2,1,"master","aroethe-patch-1","https://git.taservs.net/ops/argo-apps/pull/63614"
5545,"MERGED","2025-12-16T19:06:09Z","2025-12-16T19:21:01Z","2025-12-16T19:21:01Z","integrations","translator","chore: fix version 1.5.4-integrations-temporary",6,2,2,1,2,1,"releases/release-2025-12-09-09-26","aroethe/ais-chart-workflow-fix","https://git.taservs.net/integrations/translator/pull/5545"
202222,"MERGED","2025-12-15T23:44:29Z","2025-12-18T18:24:33Z","2025-12-18T18:24:33Z","ops","k8s-deploy","chore(AIS): add rms integrations to rms-backend",3,0,1,1,0,2,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/202222"
202144,"MERGED","2025-12-15T20:38:35Z","2025-12-18T07:56:16Z","2025-12-18T07:56:16Z","ops","k8s-deploy","Revert ""[ag1-main-va] migration(translator): (step-3) Remove the ArgoCD appli…""",0,2,1,1,0,1,"master","revert-201158-ci_5101280/als-to-ais-migration-step-3_ag1-main-va-rms-data-platform-translator","https://git.taservs.net/ops/k8s-deploy/pull/202144"
202139,"MERGED","2025-12-15T20:17:19Z","2025-12-15T20:18:51Z","2025-12-15T20:18:51Z","ops","k8s-deploy","Update translator.yaml",1,1,1,1,1,1,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/202139"
201220,"MERGED","2025-12-13T03:09:41Z","2025-12-13T04:09:03Z","2025-12-13T04:09:03Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/ca1/2025-12-12-20-08",2,2,1,1,2,1,"master","data-platform/ift/promoteToProd/ca1/2025-12-12-20-08","https://git.taservs.net/ops/k8s-deploy/pull/201220"
201219,"MERGED","2025-12-13T03:09:35Z","2025-12-13T04:18:15Z","2025-12-13T04:18:15Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/us3/2025-12-12-20-08",2,2,1,1,2,1,"master","data-platform/ift/promoteToProd/us3/2025-12-12-20-08","https://git.taservs.net/ops/k8s-deploy/pull/201219"
201218,"MERGED","2025-12-13T03:09:29Z","2025-12-13T04:30:59Z","2025-12-13T04:30:59Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/us1/2025-12-12-20-08",2,2,1,1,2,1,"master","data-platform/ift/promoteToProd/us1/2025-12-12-20-08","https://git.taservs.net/ops/k8s-deploy/pull/201218"
201159,"CLOSED","2025-12-12T23:04:11Z","","2026-01-08T16:13:39Z","ops","k8s-deploy","Ci 5101280/als to ais migration step 4 ag1 main va rms data platform translator",0,0,0,5,1,2,"master","ci_5101280/als-to-ais-migration-step-4_ag1-main-va-rms-data-platform-translator","https://git.taservs.net/ops/k8s-deploy/pull/201159"
201158,"MERGED","2025-12-12T23:03:18Z","2025-12-15T20:30:06Z","2025-12-15T20:30:06Z","ops","k8s-deploy","[ag1-main-va] migration(translator): (step-3) Remove the ArgoCD appli…",2,0,1,2,0,1,"master","ci_5101280/als-to-ais-migration-step-3_ag1-main-va-rms-data-platform-translator","https://git.taservs.net/ops/k8s-deploy/pull/201158"
5463,"MERGED","2025-12-12T21:18:14Z","2025-12-12T21:41:42Z","2025-12-12T21:41:42Z","integrations","translator","ci: release naming",3,3,1,2,4,2,"master","aroethe/release-name-fix","https://git.taservs.net/integrations/translator/pull/5463"
5457,"MERGED","2025-12-12T17:37:36Z","2025-12-15T23:45:06Z","2025-12-15T23:45:06Z","integrations","translator","fix(chart): version 1.5.4-integrations-temporary",6,2,2,5,7,4,"master","aroethe/nameOverride","https://git.taservs.net/integrations/translator/pull/5457"
5441,"CLOSED","2025-12-11T22:06:56Z","","2026-01-03T05:06:44Z","integrations","translator","fix: add base templates charts",89,1,4,2,6,6,"master","aroethe/fix","https://git.taservs.net/integrations/translator/pull/5441"
200674,"MERGED","2025-12-11T21:48:17Z","2025-12-11T21:49:53Z","2025-12-11T21:49:53Z","ops","k8s-deploy","revert: 50/50 ais ",1,1,1,1,1,2,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/200674"
63359,"MERGED","2025-12-11T01:20:42Z","2025-12-11T01:36:48Z","2025-12-11T01:36:48Z","ops","argo-apps","Data platform promote to staging 2025 12 10 18 15 41",4,4,4,2,1,1,"master","data-platform-promoteToStaging-2025-12-10-18-15-41","https://git.taservs.net/ops/argo-apps/pull/63359"
200057,"MERGED","2025-12-11T00:35:25Z","2025-12-11T00:40:37Z","2025-12-11T00:40:37Z","ops","k8s-deploy","Revert ""test: AIS translator step 3""",0,2,1,1,0,1,"master","revert-199991-aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/200057"
200056,"MERGED","2025-12-11T00:34:39Z","2025-12-11T00:35:51Z","2025-12-11T00:35:51Z","ops","k8s-deploy","Revert ""test(ag1): ais step 4""",10,3,1,1,1,1,"master","revert-199992-aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/200056"
606,"MERGED","2025-12-10T23:44:17Z","2025-12-11T01:01:17Z","2025-12-11T01:01:17Z","integrations","conductor","fix(nibrs): Create a fallback if there are no errors in state respons…",10,1,2,1,0,2,"releases/release-2025-12-05-23-41","releases/release-2025-12-05-23-41-patch","https://git.taservs.net/integrations/conductor/pull/606"
199992,"MERGED","2025-12-10T22:57:29Z","2025-12-10T23:08:24Z","2025-12-10T23:08:24Z","ops","k8s-deploy","test(ag1): ais step 4",3,10,1,1,1,1,"master","aroethe-patch-3","https://git.taservs.net/ops/k8s-deploy/pull/199992"
199991,"MERGED","2025-12-10T22:55:07Z","2025-12-10T22:58:34Z","2025-12-10T22:58:34Z","ops","k8s-deploy","test: AIS translator step 3",2,0,1,1,0,1,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/199991"
19,"MERGED","2025-12-10T19:58:42Z","2025-12-10T23:31:38Z","2025-12-10T23:31:38Z","rcom","export-integrations-consumer","fix: double cronjob naming fix",7,1,2,1,5,2,"master","aroethe/name-fix","https://git.taservs.net/rcom/export-integrations-consumer/pull/19"
199815,"MERGED","2025-12-10T19:10:37Z","2025-12-11T16:27:23Z","2025-12-11T16:27:23Z","ops","k8s-deploy","feat: add DBscripts to PROD Deployment",1,0,1,2,0,2,"master","aroethe-patch-1","https://git.taservs.net/ops/k8s-deploy/pull/199815"
800,"MERGED","2025-12-10T16:58:53Z","2025-12-10T17:00:26Z","2025-12-10T17:00:26Z","ops","terraform-integrations","Revert ""fix: normalize casing in scope URL""",3,3,1,1,0,1,"master","revert-795-aroethe/appinsights-casing-fix","https://git.taservs.net/ops/terraform-integrations/pull/800"
199053,"CLOSED","2025-12-09T21:34:45Z","","2025-12-18T18:23:32Z","ops","k8s-deploy","Data platform/promote to prod/ca1/2025 12 09 14 23 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/ca1/2025-12-09-14-23-revert","https://git.taservs.net/ops/k8s-deploy/pull/199053"
199052,"MERGED","2025-12-09T21:34:40Z","2025-12-16T21:52:30Z","2025-12-16T21:52:30Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/ca1/2025-12-09-14-23",2,2,1,3,1,1,"master","data-platform/promoteToProd/ca1/2025-12-09-14-23","https://git.taservs.net/ops/k8s-deploy/pull/199052"
199051,"CLOSED","2025-12-09T21:34:36Z","","2025-12-18T18:23:41Z","ops","k8s-deploy","Data platform/promote to prod/us3/2025 12 09 14 23 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us3/2025-12-09-14-23-revert","https://git.taservs.net/ops/k8s-deploy/pull/199051"
199050,"MERGED","2025-12-09T21:34:32Z","2025-12-16T21:57:46Z","2025-12-16T21:57:46Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us3/2025-12-09-14-23",2,2,1,3,1,1,"master","data-platform/promoteToProd/us3/2025-12-09-14-23","https://git.taservs.net/ops/k8s-deploy/pull/199050"
199048,"MERGED","2025-12-09T21:34:23Z","2025-12-16T22:13:23Z","2025-12-16T22:13:23Z","ops","k8s-deploy","Promote to prod data-platform/promoteToProd/us1/2025-12-09-14-23",2,2,1,3,1,1,"master","data-platform/promoteToProd/us1/2025-12-09-14-23","https://git.taservs.net/ops/k8s-deploy/pull/199048"
199038,"CLOSED","2025-12-09T21:24:10Z","","2025-12-18T18:23:47Z","ops","k8s-deploy","Data platform/promote to prod/us1/2025 12 09 14 23 revert",0,0,0,2,0,0,"master","data-platform/promoteToProd/us1/2025-12-09-14-23-revert","https://git.taservs.net/ops/k8s-deploy/pull/199038"
63141,"MERGED","2025-12-06T02:45:17Z","2025-12-08T20:56:00Z","2025-12-08T20:56:00Z","ops","argo-apps","Difference from master data-platform-promoteToStaging-2025-12-05-18-4…",12,12,10,9,1,8,"master","data-platform-promoteToStaging-2025-12-05-18-43-48","https://git.taservs.net/ops/argo-apps/pull/63141"
2,"MERGED","2025-12-05T23:08:55Z","2025-12-05T23:09:01Z","2025-12-05T23:09:01Z","integrations","rms-integration-release-tools","Update cut-release-branches.yaml",2,3,1,1,0,0,"master","aroethe-patch-1","https://git.taservs.net/integrations/rms-integration-release-tools/pull/2"
354,"MERGED","2025-12-05T22:54:37Z","2025-12-05T23:39:11Z","2025-12-05T23:39:11Z","integrations","DBScripts","Create cut-release-branches.yaml",103,0,1,1,2,2,"master","aroethe-patch-1","https://git.taservs.net/integrations/DBScripts/pull/354"
108,"MERGED","2025-12-05T22:47:04Z","2025-12-05T23:39:05Z","2025-12-05T23:39:05Z","integrations","dalor","ci: Rename cut-release.yaml to cut-release-branches.yaml",1,1,1,1,3,2,"master","aroethe-patch-1","https://git.taservs.net/integrations/dalor/pull/108"
196016,"MERGED","2025-12-04T16:35:40Z","2025-12-04T17:19:04Z","2025-12-04T17:19:04Z","ops","k8s-deploy","fix: rename service export-integrations-consumer-dlq: export-integrations-dlq-cronjob",4,4,1,7,1,7,"master","aroethe-patch-2","https://git.taservs.net/ops/k8s-deploy/pull/196016"
18,"MERGED","2025-12-04T16:30:46Z","2025-12-05T17:44:44Z","2025-12-05T17:44:44Z","rcom","export-integrations-consumer","fix(ais): no name changes allowed",24,28,10,7,6,2,"master","aroethe/name-change","https://git.taservs.net/rcom/export-integrations-consumer/pull/18"
14506,"CLOSED","2025-12-03T21:03:03Z","","2025-12-15T23:39:44Z","rcom","zeke","ci: tested freeze",2,0,1,1,6,0,"master","aroethe-patch-1","https://git.taservs.net/rcom/zeke/pull/14506"
2821,"MERGED","2025-12-03T19:38:40Z","2026-02-17T20:39:09Z","2026-02-17T20:39:10Z","axon","axon-teamcity","ci: Delete .teamcity/projects/productivity/dataplatform/AutoDLQ.kt",0,19,1,1,1,2,"master","aroethe-patch-1","https://git.taservs.net/axon/axon-teamcity/pull/2821"
63014,"MERGED","2025-12-03T19:01:23Z","2025-12-05T21:57:57Z","2025-12-05T21:57:57Z","ops","argo-apps","ci(autoDLQ): remove ALS version",0,350,14,2,2,3,"master","aroethe/clean-autodlq-als","https://git.taservs.net/ops/argo-apps/pull/63014"
178,"MERGED","2025-12-03T18:54:53Z","2025-12-05T22:22:36Z","2025-12-05T22:22:36Z","rcom","infra","ci(intgrations): remove autodlq and dbscripts from ALS release cut",1,1,1,2,1,4,"master","aroethe-patch-1","https://git.taservs.net/rcom/infra/pull/178"
115,"MERGED","2025-12-03T16:45:58Z","2025-12-03T20:00:21Z","2025-12-03T20:00:21Z","integrations","autoDLQ","fix: pod source path",1,1,1,1,4,2,"master","aroethe/post-ais-deployment","https://git.taservs.net/integrations/autoDLQ/pull/115"
14500,"MERGED","2025-12-03T00:20:55Z","2025-12-03T21:01:28Z","2025-12-03T21:01:28Z","rcom","zeke","ci(freeze): Add RMS Integrations service to freeze",4,0,1,2,5,2,"master","aroethe-patch-1","https://git.taservs.net/rcom/zeke/pull/14500"
191894,"MERGED","2025-11-25T23:10:21Z","2025-11-26T02:23:15Z","2025-11-26T02:23:15Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/us3/2025-11-25-16-09",2,2,1,1,1,1,"master","data-platform/ift/promoteToProd/us3/2025-11-25-16-09","https://git.taservs.net/ops/k8s-deploy/pull/191894"
191893,"MERGED","2025-11-25T23:09:49Z","2025-11-26T02:11:59Z","2025-11-26T02:11:59Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/ca1/2025-11-25-16-09",2,2,1,1,1,1,"master","data-platform/ift/promoteToProd/ca1/2025-11-25-16-09","https://git.taservs.net/ops/k8s-deploy/pull/191893"
191892,"MERGED","2025-11-25T23:09:27Z","2025-11-26T02:30:20Z","2025-11-26T02:30:20Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/us1/2025-11-25-16-09",2,2,1,1,1,1,"master","data-platform/ift/promoteToProd/us1/2025-11-25-16-09","https://git.taservs.net/ops/k8s-deploy/pull/191892"
62700,"MERGED","2025-11-25T23:02:51Z","2025-11-25T23:04:37Z","2025-11-25T23:04:37Z","ops","argo-apps","Difference from master data-platform-ift-promoteToStaging-2025-11-25-…",68,68,2,1,1,1,"master","data-platform-ift-promoteToStaging-2025-11-25-16-02-17","https://git.taservs.net/ops/argo-apps/pull/62700"
190468,"MERGED","2025-11-24T20:03:56Z","2025-12-03T18:08:36Z","2025-12-03T18:08:36Z","ops","k8s-deploy","feat(ais): RMS Integrations US1 Deployment script",19,0,2,1,1,2,"master","aroethe/integrations-releases","https://git.taservs.net/ops/k8s-deploy/pull/190468"
1,"MERGED","2025-11-21T22:53:10Z","2025-11-21T22:53:14Z","2025-11-21T22:53:14Z","integrations","rms-integration-release-tools","feat: update to integrations service",8,34,1,1,1,0,"master","aroethe-patch-1","https://git.taservs.net/integrations/rms-integration-release-tools/pull/1"
10,"MERGED","2025-11-21T22:34:11Z","2025-12-02T18:06:59Z","2025-12-02T18:06:59Z","rcom","rms-release-tools","feat: RMS Integrations rcom services",2,0,1,1,0,2,"master","aroethe-patch-1","https://git.taservs.net/rcom/rms-release-tools/pull/10"
188308,"CLOSED","2025-11-20T18:33:42Z","","2025-12-01T16:20:44Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/us3/2025-11-20",2,2,1,1,1,0,"master","revert-186776-revert-185813-data-platform/ift/promoteToProd/us3/2025-11-19-09-32","https://git.taservs.net/ops/k8s-deploy/pull/188308"
188307,"CLOSED","2025-11-20T18:33:09Z","","2025-12-01T16:20:54Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/ca1/2025-11-20",2,2,1,1,1,0,"master","revert-186777-revert-185814-data-platform/ift/promoteToProd/ca1/2025-11-19-09-32","https://git.taservs.net/ops/k8s-deploy/pull/188307"
188306,"CLOSED","2025-11-20T18:32:24Z","","2025-12-01T16:21:02Z","ops","k8s-deploy","Promote to prod data-platform/ift/promoteToProd/us1/2025-11-20",2,2,1,1,1,0,"master","revert-186774-revert-185812-data-platform/ift/promoteToProd/us1/2025-11-19-09-32","https://git.taservs.net/ops/k8s-deploy/pull/188306"
188302,"CLOSED","2025-11-20T18:29:55Z","","2025-11-20T18:32:16Z","ops","k8s-deploy","Revert ""Promote to prod data-platform/ift/promoteToProd/us1/2025-11-19-09-32""",0,0,0,2,0,0,"master","revert-185812-data-platform/ift/promoteToProd/us1/2025-11-19-09-32","https://git.taservs.net/ops/k8s-deploy/pull/188302"
186777,"MERGED","2025-11-20T00:48:43Z","2025-11-20T00:54:49Z","2025-11-20T00:54:49Z","ops","k8s-deploy","Revert ""Promote to prod data-platform/ift/promoteToProd/ca1/2025-11-19-09-32""",2,2,1,1,1,1,"master","revert-185814-data-platform/ift/promoteToProd/ca1/2025-11-19-09-32","https://git.taservs.net/ops/k8s-deploy/pull/186777"
186776,"MERGED","2025-11-20T00:48:17Z","2025-11-20T00:56:25Z","2025-11-20T00:56:25Z","ops","k8s-deploy","Revert ""Promote to prod data-platform/ift/promoteToProd/us3/2025-11-19-09-32""",2,2,1,1,1,1,"master","revert-185813-data-platform/ift/promoteToProd/us3/2025-11-19-09-32","https://git.taservs.net/ops/k8s-deploy/pull/186776"
